MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
53371;2005;01;01;;0.149088;0.000073;0.238172;0.000071;;-0.5036955;0.0000060;0.0005354;0.0000253;;;;;;0.000080;0.000046;-0.000379;0.000044
53372;2005;01;02;;0.148626;0.000073;0.236999;0.000071;;-0.5043413;0.0000073;0.0006944;0.0000254;;;;;;0.000055;0.000046;-0.000390;0.000045
53373;2005;01;03;;0.148673;0.000073;0.235973;0.000071;;-0.5050791;0.0000074;0.0008110;0.0000255;;;;;;0.000029;0.000046;-0.000402;0.000045
53374;2005;01;04;;0.148433;0.000073;0.235016;0.000071;;-0.5058696;0.0000069;0.0008450;0.0000255;;;;;;0.000003;0.000046;-0.000414;0.000045
53375;2005;01;05;;0.148032;0.000073;0.233585;0.000071;;-0.5067085;0.0000150;0.0007698;0.0000256;;;;;;0.000006;0.000046;-0.000390;0.000046
53376;2005;01;06;;0.146875;0.000073;0.231987;0.000071;;-0.5074322;0.0000209;0.0006017;0.0000257;;;;;;0.000016;0.000047;-0.000357;0.000046
53377;2005;01;07;;0.145062;0.000073;0.230078;0.000071;;-0.5078790;0.0000097;0.0003652;0.0000257;;;;;;0.000026;0.000047;-0.000324;0.000047
53378;2005;01;08;;0.143407;0.000073;0.228186;0.000071;;-0.5082069;0.0000072;0.0001923;0.0000258;;;;;;0.000042;0.000047;-0.000324;0.000047
53379;2005;01;09;;0.141885;0.000073;0.227052;0.000071;;-0.5083876;0.0000093;0.0001463;0.0000259;;;;;;0.000061;0.000047;-0.000336;0.000047
53380;2005;01;10;;0.139863;0.000073;0.225857;0.000070;;-0.5085225;0.0000087;0.0002226;0.0000260;;;;;;0.000080;0.000047;-0.000348;0.000048
53381;2005;01;11;;0.137274;0.000073;0.224639;0.000070;;-0.5087813;0.0000062;0.0004203;0.0000261;;;;;;0.000098;0.000047;-0.000360;0.000048
53382;2005;01;12;;0.135134;0.000073;0.223347;0.000070;;-0.5093157;0.0000077;0.0007159;0.0000261;;;;;;0.000213;0.000047;-0.000410;0.000049
53383;2005;01;13;;0.133504;0.000073;0.222204;0.000070;;-0.5101598;0.0000101;0.0009812;0.0000262;;;;;;0.000203;0.000047;-0.000422;0.000049
53384;2005;01;14;;0.131823;0.000073;0.221194;0.000070;;-0.5112550;0.0000076;0.0011798;0.0000263;;;;;;0.000079;0.000047;-0.000375;0.000049
53385;2005;01;15;;0.129974;0.000073;0.220049;0.000070;;-0.5124927;0.0000074;0.0012154;0.0000265;;;;;;0.000058;0.000047;-0.000484;0.000049
53386;2005;01;16;;0.128598;0.000073;0.218676;0.000070;;-0.5137071;0.0000080;0.0011732;0.0000266;;;;;;0.000082;0.000047;-0.000657;0.000049
53387;2005;01;17;;0.127348;0.000073;0.217547;0.000070;;-0.5148107;0.0000069;0.0010337;0.0000267;;;;;;0.000107;0.000047;-0.000830;0.000050
53388;2005;01;18;;0.125856;0.000073;0.216463;0.000070;;-0.5157296;0.0000053;0.0008353;0.0000268;;;;;;0.000131;0.000046;-0.001003;0.000050
53389;2005;01;19;;0.124053;0.000073;0.215957;0.000070;;-0.5164186;0.0000036;0.0005978;0.0000269;;;;;;-0.000031;0.000046;-0.000429;0.000049
53390;2005;01;20;;0.121576;0.000073;0.215407;0.000070;;-0.5168931;0.0000030;0.0003954;0.0000270;;;;;;-0.000045;0.000046;-0.000297;0.000049
53391;2005;01;21;;0.119194;0.000073;0.214327;0.000070;;-0.5172191;0.0000053;0.0002566;0.0000272;;;;;;0.000148;0.000046;-0.000346;0.000049
53392;2005;01;22;;0.117093;0.000073;0.213470;0.000070;;-0.5174463;0.0000061;0.0001335;0.0000273;;;;;;0.000174;0.000046;-0.000359;0.000050
53393;2005;01;23;;0.114606;0.000072;0.212634;0.000070;;-0.5175424;0.0000076;0.0000665;0.0000274;;;;;;0.000117;0.000046;-0.000353;0.000050
53394;2005;01;24;;0.112378;0.000072;0.211659;0.000069;;-0.5175505;0.0000072;0.0000436;0.0000275;;;;;;0.000060;0.000047;-0.000346;0.000050
53395;2005;01;25;;0.109985;0.000072;0.210771;0.000069;;-0.5175815;0.0000056;0.0000304;0.0000276;;;;;;0.000003;0.000047;-0.000339;0.000050
53396;2005;01;26;;0.107590;0.000072;0.209752;0.000069;;-0.5177112;0.0000131;0.0001728;0.0000276;;;;;;0.000035;0.000047;-0.000286;0.000051
53397;2005;01;27;;0.105423;0.000072;0.209386;0.000069;;-0.5179836;0.0000230;0.0003966;0.0000277;;;;;;0.000101;0.000047;-0.000248;0.000051
53398;2005;01;28;;0.103223;0.000072;0.209165;0.000069;;-0.5184417;0.0000111;0.0005622;0.0000277;;;;;;0.000151;0.000047;-0.000198;0.000051
53399;2005;01;29;;0.100740;0.000072;0.209172;0.000069;;-0.5190872;0.0000081;0.0006660;0.0000278;;;;;;0.000141;0.000046;-0.000181;0.000050
53400;2005;01;30;;0.097497;0.000072;0.208953;0.000069;;-0.5197472;0.0000100;0.0006958;0.0000278;;;;;;0.000111;0.000046;-0.000178;0.000050
