MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
55614;2011;02;22;;0.015200;0.000063;0.221295;0.000066;;-0.1738330;0.0000042;0.0013124;0.0000142;;;;;;0.000032;0.000048;-0.000410;0.000039
55615;2011;02;23;;0.013824;0.000063;0.221991;0.000066;;-0.1749976;0.0000019;0.0010253;0.0000142;;;;;;0.000007;0.000047;-0.000332;0.000038
55616;2011;02;24;;0.012317;0.000063;0.222942;0.000066;;-0.1758512;0.0000020;0.0007054;0.0000142;;;;;;-0.000025;0.000047;-0.000387;0.000038
55617;2011;02;25;;0.010225;0.000063;0.223995;0.000066;;-0.1764740;0.0000119;0.0005387;0.0000142;;;;;;-0.000062;0.000048;-0.000332;0.000039
55618;2011;02;26;;0.007649;0.000063;0.224742;0.000066;;-0.1769661;0.0000118;0.0004488;0.0000142;;;;;;-0.000036;0.000048;-0.000320;0.000039
55619;2011;02;27;;0.004921;0.000063;0.225662;0.000066;;-0.1773972;0.0000097;0.0004188;0.0000141;;;;;;0.000014;0.000049;-0.000341;0.000040
55620;2011;02;28;;0.002538;0.000062;0.226931;0.000066;;-0.1778730;0.0000077;0.0005011;0.0000142;;;;;;0.000064;0.000049;-0.000362;0.000040
55621;2011;03;01;;0.000784;0.000062;0.228256;0.000066;;-0.1784590;0.0000051;0.0006744;0.0000142;;;;;;0.000114;0.000050;-0.000383;0.000041
55622;2011;03;02;;-0.000748;0.000062;0.229385;0.000066;;-0.1792056;0.0000077;0.0007967;0.0000142;;;;;;0.000062;0.000051;-0.000329;0.000041
55623;2011;03;03;;-0.001851;0.000062;0.230499;0.000065;;-0.1801076;0.0000112;0.0009676;0.0000142;;;;;;-0.000017;0.000051;-0.000256;0.000042
55624;2011;03;04;;-0.002654;0.000062;0.231928;0.000065;;-0.1811639;0.0000133;0.0011063;0.0000141;;;;;;-0.000096;0.000052;-0.000182;0.000043
55625;2011;03;05;;-0.003043;0.000062;0.233484;0.000065;;-0.1823118;0.0000102;0.0012030;0.0000141;;;;;;-0.000084;0.000052;-0.000205;0.000044
55626;2011;03;06;;-0.003364;0.000062;0.235548;0.000065;;-0.1835199;0.0000106;0.0011789;0.0000141;;;;;;-0.000039;0.000053;-0.000264;0.000045
55627;2011;03;07;;-0.004451;0.000062;0.237570;0.000065;;-0.1846795;0.0000082;0.0010882;0.0000141;;;;;;0.000006;0.000053;-0.000323;0.000045
55628;2011;03;08;;-0.005825;0.000062;0.238983;0.000065;;-0.1857534;0.0000031;0.0009949;0.0000140;;;;;;0.000051;0.000053;-0.000382;0.000046
55629;2011;03;09;;-0.006991;0.000062;0.240511;0.000065;;-0.1867518;0.0000050;0.0009075;0.0000140;;;;;;0.000052;0.000054;-0.000394;0.000047
55630;2011;03;10;;-0.007834;0.000062;0.242297;0.000065;;-0.1876395;0.0000086;0.0008166;0.0000140;;;;;;0.000043;0.000055;-0.000393;0.000048
55631;2011;03;11;;-0.008872;0.000062;0.244268;0.000065;;-0.1884119;0.0000122;0.0007438;0.0000139;;;;;;0.000034;0.000056;-0.000393;0.000049
55632;2011;03;12;;-0.010334;0.000062;0.246257;0.000065;;-0.1890680;0.0000124;0.0006400;0.0000138;;;;;;-0.000008;0.000056;-0.000368;0.000049
55633;2011;03;13;;-0.011741;0.000062;0.248056;0.000065;;-0.1896712;0.0000114;0.0005769;0.0000138;;;;;;-0.000062;0.000057;-0.000334;0.000050
55634;2011;03;14;;-0.013522;0.000062;0.249734;0.000065;;-0.1903022;0.0000104;0.0006329;0.0000138;;;;;;-0.000116;0.000058;-0.000300;0.000051
55635;2011;03;15;;-0.015266;0.000062;0.250625;0.000065;;-0.1910495;0.0000096;0.0008559;0.0000137;;;;;;-0.000170;0.000058;-0.000267;0.000051
55636;2011;03;16;;-0.016856;0.000062;0.251676;0.000065;;-0.1920012;0.0000099;0.0010870;0.0000137;;;;;;-0.000223;0.000059;-0.000233;0.000052
55637;2011;03;17;;-0.018366;0.000062;0.253061;0.000065;;-0.1931996;0.0000124;0.0013546;0.0000136;;;;;;-0.000122;0.000059;-0.000274;0.000052
55638;2011;03;18;;-0.019579;0.000062;0.254441;0.000065;;-0.1946409;0.0000156;0.0015298;0.0000135;;;;;;0.000021;0.000060;-0.000336;0.000052
55639;2011;03;19;;-0.020644;0.000062;0.255977;0.000065;;-0.1962253;0.0000227;0.0016219;0.0000134;;;;;;0.000041;0.000060;-0.000368;0.000052
55640;2011;03;20;;-0.021628;0.000062;0.257712;0.000065;;-0.1978407;0.0000313;0.0015955;0.0000133;;;;;;0.000013;0.000060;-0.000390;0.000052
55641;2011;03;21;;-0.022752;0.000062;0.259790;0.000065;;-0.1993796;0.0000240;0.0014715;0.0000133;;;;;;-0.000015;0.000060;-0.000411;0.000052
55642;2011;03;22;;-0.024444;0.000062;0.261866;0.000065;;-0.2007296;0.0000086;0.0012445;0.0000132;;;;;;-0.000043;0.000061;-0.000433;0.000051
55643;2011;03;23;;-0.025805;0.000062;0.263506;0.000065;;-0.2018371;0.0000159;0.0009710;0.0000131;;;;;;-0.000213;0.000061;-0.000197;0.000051
55644;2011;03;24;;-0.026918;0.000062;0.265314;0.000065;;-0.2027541;0.0000154;0.0008173;0.0000130;;;;;;-0.000345;0.000061;-0.000087;0.000051
55645;2011;03;25;;-0.027203;0.000062;0.267054;0.000065;;-0.2035673;0.0000107;0.0008382;0.0000129;;;;;;-0.000121;0.000061;-0.000285;0.000051
55646;2011;03;26;;-0.027449;0.000062;0.268992;0.000065;;-0.2043220;0.0000336;0.0008616;0.0000128;;;;;;-0.000022;0.000060;-0.000353;0.000050
55647;2011;03;27;;-0.028407;0.000062;0.270804;0.000065;;-0.2051301;0.0000667;0.0009423;0.0000128;;;;;;-0.000009;0.000060;-0.000342;0.000049
55648;2011;03;28;;-0.029389;0.000062;0.272689;0.000065;;-0.2062086;0.0000518;0.0010899;0.0000127;;;;;;0.000004;0.000060;-0.000331;0.000049
55649;2011;03;29;;-0.030328;0.000062;0.274343;0.000065;;-0.2075017;0.0000131;0.0012352;0.0000126;;;;;;0.000016;0.000060;-0.000321;0.000048
55650;2011;03;30;;-0.030921;0.000062;0.275789;0.000065;;-0.2088378;0.0000026;0.0013610;0.0000126;;;;;;-0.000018;0.000059;-0.000315;0.000047
55651;2011;03;31;;-0.031677;0.000062;0.277491;0.000066;;-0.2102414;0.0000032;0.0014338;0.0000125;;;;;;-0.000024;0.000060;-0.000275;0.000047
55652;2011;04;01;;-0.033017;0.000062;0.279117;0.000066;;-0.2117083;0.0000048;0.0014747;0.0000124;;;;;;-0.000072;0.000060;-0.000195;0.000047
55653;2011;04;02;;-0.034732;0.000062;0.280664;0.000066;;-0.2132326;0.0000181;0.0014853;0.0000123;;;;;;-0.000091;0.000059;-0.000199;0.000046
55654;2011;04;03;;-0.036196;0.000062;0.281940;0.000066;;-0.2147146;0.0000186;0.0014342;0.0000122;;;;;;-0.000090;0.000059;-0.000236;0.000046
55655;2011;04;04;;-0.037434;0.000063;0.283587;0.000066;;-0.2160709;0.0000182;0.0013021;0.0000121;;;;;;-0.000089;0.000059;-0.000273;0.000045
55656;2011;04;05;;-0.039358;0.000063;0.285463;0.000066;;-0.2172828;0.0000184;0.0011327;0.0000120;;;;;;-0.000089;0.000059;-0.000311;0.000045
55657;2011;04;06;;-0.041465;0.000063;0.286987;0.000066;;-0.2183356;0.0000055;0.0009817;0.0000119;;;;;;-0.000046;0.000059;-0.000394;0.000044
55658;2011;04;07;;-0.042481;0.000063;0.288653;0.000066;;-0.2192283;0.0000042;0.0008197;0.0000118;;;;;;-0.000015;0.000060;-0.000393;0.000044
55659;2011;04;08;;-0.042997;0.000063;0.290905;0.000066;;-0.2199957;0.0000064;0.0007210;0.0000116;;;;;;0.000010;0.000060;-0.000363;0.000045
55660;2011;04;09;;-0.043367;0.000063;0.293435;0.000067;;-0.2207528;0.0000165;0.0007470;0.0000115;;;;;;0.000006;0.000061;-0.000333;0.000045
55661;2011;04;10;;-0.043303;0.000063;0.295747;0.000067;;-0.2215252;0.0000205;0.0008137;0.0000113;;;;;;-0.000008;0.000062;-0.000304;0.000044
55662;2011;04;11;;-0.043606;0.000063;0.297661;0.000067;;-0.2223485;0.0000143;0.0009070;0.0000112;;;;;;-0.000023;0.000062;-0.000275;0.000044
55663;2011;04;12;;-0.043919;0.000063;0.299556;0.000067;;-0.2233115;0.0000052;0.0010778;0.0000111;;;;;;-0.000037;0.000063;-0.000245;0.000044
55664;2011;04;13;;-0.044071;0.000063;0.301830;0.000067;;-0.2244345;0.0000030;0.0012569;0.0000109;;;;;;-0.000114;0.000064;-0.000335;0.000044
55665;2011;04;14;;-0.044192;0.000063;0.304163;0.000067;;-0.2257791;0.0000027;0.0014140;0.0000108;;;;;;-0.000184;0.000064;-0.000368;0.000044
55666;2011;04;15;;-0.044047;0.000063;0.306682;0.000067;;-0.2272981;0.0000064;0.0015652;0.0000106;;;;;;-0.000225;0.000064;-0.000281;0.000044
55667;2011;04;16;;-0.043834;0.000063;0.309388;0.000067;;-0.2289499;0.0000139;0.0016601;0.0000105;;;;;;-0.000216;0.000065;-0.000242;0.000045
55668;2011;04;17;;-0.044036;0.000063;0.311987;0.000067;;-0.2306067;0.0000166;0.0016082;0.0000103;;;;;;-0.000191;0.000065;-0.000232;0.000045
55669;2011;04;18;;-0.044266;0.000063;0.314399;0.000067;;-0.2321451;0.0000127;0.0014367;0.0000102;;;;;;-0.000166;0.000066;-0.000223;0.000045
55670;2011;04;19;;-0.044554;0.000063;0.316390;0.000067;;-0.2334610;0.0000071;0.0012275;0.0000100;;;;;;-0.000142;0.000066;-0.000213;0.000045
55671;2011;04;20;;-0.044658;0.000063;0.318431;0.000067;;-0.2345577;0.0000042;0.0009821;0.0000099;;;;;;-0.000155;0.000067;-0.000226;0.000045
55672;2011;04;21;;-0.044951;0.000063;0.320493;0.000067;;-0.2354274;0.0000054;0.0007913;0.0000098;;;;;;-0.000163;0.000067;-0.000247;0.000046
55673;2011;04;22;;-0.045061;0.000063;0.322255;0.000067;;-0.2361793;0.0000080;0.0006990;0.0000097;;;;;;-0.000164;0.000067;-0.000268;0.000046
55674;2011;04;23;;-0.045223;0.000063;0.323974;0.000067;;-0.2369210;0.0000120;0.0007162;0.0000096;;;;;;-0.000165;0.000068;-0.000290;0.000047
55675;2011;04;24;;-0.045872;0.000063;0.325841;0.000066;;-0.2377161;0.0000227;0.0008321;0.0000095;;;;;;-0.000167;0.000068;-0.000311;0.000047
55676;2011;04;25;;-0.046204;0.000063;0.327522;0.000066;;-0.2385787;0.0000213;0.0009145;0.0000094;;;;;;-0.000168;0.000068;-0.000332;0.000048
55677;2011;04;26;;-0.046033;0.000063;0.329198;0.000066;;-0.2395275;0.0000135;0.0009987;0.0000093;;;;;;-0.000169;0.000069;-0.000354;0.000048
55678;2011;04;27;;-0.045764;0.000063;0.331315;0.000066;;-0.2405602;0.0000057;0.0010776;0.0000093;;;;;;-0.000171;0.000069;-0.000375;0.000049
55679;2011;04;28;;-0.045322;0.000063;0.333610;0.000066;;-0.2416513;0.0000057;0.0011136;0.0000092;;;;;;-0.000175;0.000070;-0.000251;0.000049
55680;2011;04;29;;-0.045118;0.000063;0.336163;0.000066;;-0.2427721;0.0000076;0.0011371;0.0000091;;;;;;-0.000180;0.000070;-0.000089;0.000050
55681;2011;04;30;;-0.044729;0.000063;0.338550;0.000066;;-0.2438839;0.0000189;0.0010813;0.0000091;;;;;;-0.000159;0.000071;-0.000068;0.000050
55682;2011;05;01;;-0.044035;0.000063;0.341157;0.000066;;-0.2449508;0.0000189;0.0010037;0.0000090;;;;;;-0.000128;0.000071;-0.000100;0.000050
55683;2011;05;02;;-0.043214;0.000063;0.344088;0.000066;;-0.2459456;0.0000117;0.0009590;0.0000089;;;;;;-0.000096;0.000071;-0.000132;0.000050
55684;2011;05;03;;-0.042665;0.000063;0.346820;0.000066;;-0.2468539;0.0000045;0.0009202;0.0000089;;;;;;-0.000065;0.000071;-0.000163;0.000050
55685;2011;05;04;;-0.042415;0.000063;0.349165;0.000066;;-0.2477550;0.0000167;0.0008898;0.0000088;;;;;;-0.000272;0.000072;-0.000035;0.000051
55686;2011;05;05;;-0.041914;0.000063;0.351288;0.000066;;-0.2486052;0.0000276;0.0008241;0.0000088;;;;;;-0.000331;0.000073;-0.000018;0.000052
55687;2011;05;06;;-0.041626;0.000063;0.353512;0.000066;;-0.2494023;0.0000142;0.0007898;0.0000087;;;;;;-0.000328;0.000073;-0.000047;0.000052
55688;2011;05;07;;-0.041477;0.000063;0.355393;0.000066;;-0.2502269;0.0000118;0.0008501;0.0000087;;;;;;-0.000300;0.000074;-0.000081;0.000053
55689;2011;05;08;;-0.041738;0.000063;0.357403;0.000066;;-0.2511237;0.0000120;0.0009128;0.0000086;;;;;;-0.000263;0.000074;-0.000115;0.000053
55690;2011;05;09;;-0.041856;0.000063;0.359025;0.000066;;-0.2521313;0.0000122;0.0011327;0.0000086;;;;;;-0.000226;0.000074;-0.000150;0.000053
55691;2011;05;10;;-0.041271;0.000063;0.360768;0.000066;;-0.2533310;0.0000129;0.0013572;0.0000085;;;;;;-0.000190;0.000074;-0.000185;0.000054
55692;2011;05;11;;-0.039942;0.000063;0.362890;0.000066;;-0.2547550;0.0000110;0.0015288;0.0000085;;;;;;-0.000246;0.000075;-0.000200;0.000054
55693;2011;05;12;;-0.038511;0.000063;0.365453;0.000066;;-0.2563879;0.0000085;0.0016961;0.0000084;;;;;;-0.000328;0.000075;-0.000209;0.000054
55694;2011;05;13;;-0.036572;0.000062;0.368222;0.000066;;-0.2581611;0.0000059;0.0018016;0.0000084;;;;;;-0.000409;0.000075;-0.000219;0.000053
55695;2011;05;14;;-0.034708;0.000062;0.371242;0.000066;;-0.2600319;0.0000155;0.0018203;0.0000083;;;;;;-0.000395;0.000076;-0.000199;0.000053
55696;2011;05;15;;-0.033334;0.000062;0.374177;0.000065;;-0.2618333;0.0000136;0.0017419;0.0000083;;;;;;-0.000345;0.000076;-0.000168;0.000053
55697;2011;05;16;;-0.032579;0.000062;0.376489;0.000065;;-0.2634599;0.0000085;0.0015356;0.0000082;;;;;;-0.000295;0.000077;-0.000136;0.000053
55698;2011;05;17;;-0.031938;0.000062;0.378039;0.000065;;-0.2648445;0.0000055;0.0012930;0.0000082;;;;;;-0.000246;0.000077;-0.000105;0.000053
55699;2011;05;18;;-0.031316;0.000062;0.380013;0.000065;;-0.2660323;0.0000129;0.0010569;0.0000081;;;;;;-0.000160;0.000078;-0.000403;0.000054
55700;2011;05;19;;-0.030721;0.000062;0.381689;0.000065;;-0.2670231;0.0000187;0.0008909;0.0000081;;;;;;-0.000064;0.000078;-0.000786;0.000054
55701;2011;05;20;;-0.029879;0.000062;0.383300;0.000065;;-0.2678021;0.0000077;0.0007722;0.0000080;;;;;;-0.000160;0.000079;-0.000301;0.000055
55702;2011;05;21;;-0.029016;0.000062;0.384828;0.000065;;-0.2685896;0.0000118;0.0007755;0.0000080;;;;;;-0.000184;0.000079;-0.000100;0.000055
55703;2011;05;22;;-0.028123;0.000062;0.386241;0.000065;;-0.2694060;0.0000125;0.0008258;0.0000079;;;;;;-0.000159;0.000079;-0.000112;0.000055
55704;2011;05;23;;-0.026840;0.000062;0.387733;0.000065;;-0.2702331;0.0000106;0.0008625;0.0000079;;;;;;-0.000134;0.000079;-0.000124;0.000056
55705;2011;05;24;;-0.025487;0.000062;0.389221;0.000065;;-0.2710990;0.0000096;0.0009183;0.0000078;;;;;;-0.000109;0.000079;-0.000136;0.000057
55706;2011;05;25;;-0.023707;0.000062;0.390859;0.000065;;-0.2719979;0.0000091;0.0008877;0.0000078;;;;;;-0.000448;0.000079;0.000044;0.000058
55707;2011;05;26;;-0.021970;0.000062;0.393124;0.000065;;-0.2729265;0.0000091;0.0009486;0.0000077;;;;;;-0.000357;0.000079;-0.000043;0.000058
55708;2011;05;27;;-0.020288;0.000062;0.395679;0.000065;;-0.2739062;0.0000100;0.0009980;0.0000077;;;;;;-0.000108;0.000079;-0.000225;0.000058
55709;2011;05;28;;-0.019013;0.000062;0.397426;0.000065;;-0.2749010;0.0000150;0.0009308;0.0000077;;;;;;-0.000070;0.000079;-0.000239;0.000058
55710;2011;05;29;;-0.017931;0.000062;0.398983;0.000065;;-0.2757977;0.0000177;0.0008815;0.0000077;;;;;;-0.000111;0.000078;-0.000192;0.000058
55711;2011;05;30;;-0.017330;0.000062;0.400737;0.000066;;-0.2766323;0.0000230;0.0007449;0.0000077;;;;;;-0.000151;0.000077;-0.000145;0.000058
55712;2011;05;31;;-0.016522;0.000062;0.402063;0.000066;;-0.2773235;0.0000197;0.0006270;0.0000076;;;;;;-0.000191;0.000077;-0.000097;0.000058
55713;2011;06;01;;-0.015324;0.000063;0.403275;0.000066;;-0.2778924;0.0000116;0.0005607;0.0000076;;;;;;-0.000231;0.000076;-0.000050;0.000058
55714;2011;06;02;;-0.014267;0.000063;0.404459;0.000066;;-0.2784052;0.0000115;0.0005021;0.0000076;;;;;;-0.000192;0.000076;-0.000054;0.000057
55715;2011;06;03;;-0.013135;0.000063;0.405701;0.000066;;-0.2789059;0.0000133;0.0004623;0.0000076;;;;;;-0.000132;0.000075;-0.000071;0.000057
55716;2011;06;04;;-0.011679;0.000063;0.407482;0.000066;;-0.2794125;0.0000217;0.0005542;0.0000076;;;;;;-0.000168;0.000075;-0.000074;0.000056
55717;2011;06;05;;-0.009893;0.000063;0.409353;0.000066;;-0.2800870;0.0000188;0.0007415;0.0000076;;;;;;-0.000240;0.000074;-0.000073;0.000055
55718;2011;06;06;;-0.007741;0.000063;0.410795;0.000066;;-0.2809045;0.0000121;0.0008993;0.0000076;;;;;;-0.000312;0.000073;-0.000071;0.000054
55719;2011;06;07;;-0.005640;0.000063;0.412293;0.000066;;-0.2818704;0.0000067;0.0010603;0.0000075;;;;;;-0.000384;0.000072;-0.000069;0.000053
55720;2011;06;08;;-0.003247;0.000063;0.414012;0.000066;;-0.2829558;0.0000068;0.0011651;0.0000075;;;;;;-0.000337;0.000072;-0.000095;0.000052
55721;2011;06;09;;-0.001012;0.000063;0.415720;0.000066;;-0.2841241;0.0000084;0.0011571;0.0000075;;;;;;-0.000259;0.000071;-0.000127;0.000051
55722;2011;06;10;;0.001708;0.000063;0.416882;0.000066;;-0.2852942;0.0000100;0.0010978;0.0000075;;;;;;-0.000181;0.000071;-0.000160;0.000051
55723;2011;06;11;;0.004998;0.000063;0.418218;0.000066;;-0.2864047;0.0000133;0.0009835;0.0000075;;;;;;-0.000167;0.000070;-0.000153;0.000050
55724;2011;06;12;;0.008069;0.000063;0.419855;0.000066;;-0.2873090;0.0000128;0.0007833;0.0000075;;;;;;-0.000177;0.000069;-0.000131;0.000049
