MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
52640;2003;01;01;;-0.088403;0.000074;0.188136;0.000074;;-0.2894427;0.0000082;0.0004510;0.0000247;;;;;;-0.000037;0.000039;0.000110;0.000036
52641;2003;01;02;;-0.091526;0.000074;0.190449;0.000074;;-0.2898142;0.0000057;0.0003215;0.0000247;;;;;;-0.000043;0.000039;0.000036;0.000036
52642;2003;01;03;;-0.094470;0.000074;0.192855;0.000074;;-0.2901024;0.0000033;0.0002957;0.0000246;;;;;;-0.000049;0.000039;-0.000037;0.000035
52643;2003;01;04;;-0.097576;0.000074;0.195433;0.000075;;-0.2903910;0.0000058;0.0003592;0.0000244;;;;;;-0.000053;0.000039;-0.000044;0.000035
52644;2003;01;05;;-0.100656;0.000075;0.197637;0.000075;;-0.2907776;0.0000102;0.0004692;0.0000243;;;;;;-0.000057;0.000039;-0.000025;0.000034
52645;2003;01;06;;-0.103554;0.000075;0.199542;0.000075;;-0.2913162;0.0000147;0.0006118;0.0000241;;;;;;-0.000060;0.000039;-0.000007;0.000034
52646;2003;01;07;;-0.105967;0.000075;0.201423;0.000075;;-0.2920137;0.0000191;0.0007611;0.0000240;;;;;;-0.000063;0.000038;0.000012;0.000033
52647;2003;01;08;;-0.108585;0.000075;0.203581;0.000075;;-0.2928409;0.0000159;0.0008631;0.0000238;;;;;;-0.000099;0.000039;0.000038;0.000034
52648;2003;01;09;;-0.111103;0.000075;0.205623;0.000075;;-0.2937582;0.0000108;0.0008689;0.0000237;;;;;;-0.000142;0.000040;0.000066;0.000035
52649;2003;01;10;;-0.113163;0.000075;0.208112;0.000075;;-0.2946408;0.0000041;0.0009212;0.0000236;;;;;;-0.000081;0.000040;-0.000024;0.000035
52650;2003;01;11;;-0.115240;0.000075;0.210590;0.000076;;-0.2955754;0.0000023;0.0009178;0.0000235;;;;;;-0.000065;0.000041;-0.000036;0.000036
