MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
53005;2004;01;01;;0.031182;0.000071;0.154037;0.000066;;-0.3896519;0.0000438;0.0004656;0.0000173;;;;;;0.000035;0.000030;-0.000120;0.000032
53006;2004;01;02;;0.028859;0.000071;0.153811;0.000066;;-0.3901435;0.0000269;0.0004166;0.0000173;;;;;;0.000059;0.000030;-0.000111;0.000033
53007;2004;01;03;;0.026738;0.000071;0.154042;0.000066;;-0.3904792;0.0000127;0.0002684;0.0000173;;;;;;0.000083;0.000030;-0.000101;0.000034
53008;2004;01;04;;0.024264;0.000071;0.154439;0.000066;;-0.3905850;0.0000100;0.0000895;0.0000173;;;;;;0.000107;0.000031;-0.000092;0.000035
53009;2004;01;05;;0.021611;0.000071;0.155070;0.000066;;-0.3905816;0.0000073;-0.0000481;0.0000173;;;;;;0.000131;0.000031;-0.000083;0.000035
53010;2004;01;06;;0.018737;0.000072;0.155647;0.000067;;-0.3905118;0.0000046;-0.0001348;0.0000173;;;;;;0.000154;0.000032;-0.000073;0.000036
53011;2004;01;07;;0.015921;0.000072;0.156373;0.000067;;-0.3904522;0.0000104;-0.0000465;0.0000174;;;;;;0.000131;0.000032;-0.000124;0.000037
53012;2004;01;08;;0.012958;0.000072;0.157159;0.000067;;-0.3904617;0.0000185;0.0000842;0.0000174;;;;;;0.000096;0.000033;-0.000190;0.000037
53013;2004;01;09;;0.009999;0.000072;0.157615;0.000067;;-0.3906090;0.0000079;0.0002429;0.0000174;;;;;;0.000136;0.000033;-0.000176;0.000037
53014;2004;01;10;;0.007654;0.000072;0.157896;0.000067;;-0.3910345;0.0000091;0.0004901;0.0000174;;;;;;0.000137;0.000033;-0.000172;0.000037
53015;2004;01;11;;0.005360;0.000072;0.158067;0.000067;;-0.3916682;0.0000095;0.0007453;0.0000175;;;;;;0.000113;0.000033;-0.000182;0.000037
53016;2004;01;12;;0.003094;0.000072;0.158520;0.000067;;-0.3925178;0.0000061;0.0010105;0.0000175;;;;;;0.000090;0.000033;-0.000192;0.000037
53017;2004;01;13;;0.000858;0.000073;0.159253;0.000068;;-0.3935833;0.0000026;0.0011986;0.0000175;;;;;;0.000067;0.000033;-0.000202;0.000037
53018;2004;01;14;;-0.001068;0.000073;0.160130;0.000068;;-0.3948316;0.0000050;0.0012673;0.0000176;;;;;;0.000005;0.000033;0.000159;0.000037
53019;2004;01;15;;-0.003298;0.000073;0.161622;0.000068;;-0.3960892;0.0000045;0.0012237;0.0000176;;;;;;-0.000038;0.000033;0.000110;0.000037
53020;2004;01;16;;-0.005420;0.000073;0.162910;0.000068;;-0.3972557;0.0000028;0.0010769;0.0000176;;;;;;-0.000074;0.000033;-0.000085;0.000037
53021;2004;01;17;;-0.007586;0.000073;0.163947;0.000068;;-0.3983360;0.0000093;0.0008181;0.0000177;;;;;;-0.000065;0.000033;-0.000118;0.000037
53022;2004;01;18;;-0.010106;0.000073;0.165272;0.000068;;-0.3991003;0.0000113;0.0005833;0.0000177;;;;;;-0.000039;0.000033;-0.000092;0.000037
53023;2004;01;19;;-0.013276;0.000073;0.166668;0.000068;;-0.3995496;0.0000091;0.0003601;0.0000177;;;;;;-0.000013;0.000033;-0.000066;0.000037
53024;2004;01;20;;-0.016222;0.000073;0.167427;0.000068;;-0.3997511;0.0000125;0.0001916;0.0000177;;;;;;0.000012;0.000033;-0.000040;0.000037
53025;2004;01;21;;-0.018729;0.000073;0.168547;0.000068;;-0.3998543;0.0000187;0.0001978;0.0000177;;;;;;0.000038;0.000033;-0.000014;0.000037
53026;2004;01;22;;-0.021135;0.000073;0.170299;0.000068;;-0.4000605;0.0000134;0.0002945;0.0000177;;;;;;0.000018;0.000033;-0.000055;0.000037
53027;2004;01;23;;-0.023886;0.000073;0.172143;0.000068;;-0.4004338;0.0000050;0.0004310;0.0000177;;;;;;-0.000014;0.000033;-0.000114;0.000037
53028;2004;01;24;;-0.026364;0.000073;0.173449;0.000067;;-0.4010208;0.0000092;0.0006081;0.0000177;;;;;;-0.000032;0.000033;-0.000127;0.000037
53029;2004;01;25;;-0.027934;0.000073;0.174714;0.000067;;-0.4017504;0.0000140;0.0007713;0.0000177;;;;;;-0.000044;0.000033;-0.000124;0.000037
53030;2004;01;26;;-0.029140;0.000073;0.176082;0.000067;;-0.4025442;0.0000167;0.0008364;0.0000177;;;;;;-0.000056;0.000034;-0.000121;0.000037
53031;2004;01;27;;-0.030156;0.000073;0.177648;0.000067;;-0.4033209;0.0000194;0.0008062;0.0000177;;;;;;-0.000068;0.000034;-0.000117;0.000037
53032;2004;01;28;;-0.031525;0.000073;0.179417;0.000067;;-0.4040886;0.0000139;0.0007036;0.0000177;;;;;;-0.000044;0.000034;-0.000147;0.000037
53033;2004;01;29;;-0.033402;0.000072;0.181302;0.000067;;-0.4047004;0.0000071;0.0004881;0.0000177;;;;;;-0.000010;0.000034;-0.000186;0.000037
53034;2004;01;30;;-0.035828;0.000072;0.183195;0.000067;;-0.4050386;0.0000037;0.0002476;0.0000177;;;;;;0.000024;0.000034;-0.000224;0.000037
53035;2004;01;31;;-0.038902;0.000072;0.184915;0.000067;;-0.4052487;0.0000214;0.0000293;0.0000177;;;;;;0.000048;0.000034;-0.000194;0.000037
53036;2004;02;01;;-0.042090;0.000072;0.186140;0.000066;;-0.4052226;0.0000235;-0.0001076;0.0000176;;;;;;0.000068;0.000035;-0.000137;0.000038
53037;2004;02;02;;-0.044907;0.000072;0.187290;0.000066;;-0.4050110;0.0000137;-0.0001997;0.0000176;;;;;;0.000088;0.000035;-0.000081;0.000038
53038;2004;02;03;;-0.047984;0.000072;0.188318;0.000066;;-0.4047132;0.0000039;-0.0002595;0.0000176;;;;;;0.000108;0.000035;-0.000025;0.000038
53039;2004;02;04;;-0.051244;0.000072;0.189262;0.000066;;-0.4044064;0.0000129;-0.0002338;0.0000176;;;;;;0.000113;0.000035;-0.000046;0.000038
53040;2004;02;05;;-0.054250;0.000072;0.190031;0.000066;;-0.4041732;0.0000268;-0.0001601;0.0000176;;;;;;0.000113;0.000036;-0.000087;0.000039
53041;2004;02;06;;-0.056601;0.000072;0.190925;0.000066;;-0.4041086;0.0000094;0.0000385;0.0000175;;;;;;0.000095;0.000036;-0.000135;0.000039
53042;2004;02;07;;-0.058876;0.000072;0.192202;0.000066;;-0.4042450;0.0000240;0.0002722;0.0000175;;;;;;0.000056;0.000036;-0.000126;0.000039
53043;2004;02;08;;-0.060564;0.000072;0.193720;0.000066;;-0.4046445;0.0000270;0.0005495;0.0000175;;;;;;0.000012;0.000036;-0.000095;0.000039
53044;2004;02;09;;-0.062459;0.000072;0.195594;0.000066;;-0.4052920;0.0000161;0.0007411;0.0000175;;;;;;-0.000032;0.000036;-0.000065;0.000039
53045;2004;02;10;;-0.064814;0.000072;0.197386;0.000065;;-0.4061169;0.0000052;0.0008872;0.0000175;;;;;;-0.000075;0.000036;-0.000034;0.000039
53046;2004;02;11;;-0.067581;0.000072;0.199368;0.000065;;-0.4070562;0.0000126;0.0009493;0.0000175;;;;;;-0.000026;0.000036;-0.000102;0.000039
53047;2004;02;12;;-0.070720;0.000072;0.201140;0.000065;;-0.4079949;0.0000584;0.0008775;0.0000175;;;;;;0.000010;0.000036;-0.000112;0.000039
53048;2004;02;13;;-0.073714;0.000071;0.202857;0.000065;;-0.4087628;0.0000215;0.0006852;0.0000175;;;;;;0.000003;0.000036;-0.000059;0.000039
53049;2004;02;14;;-0.076768;0.000071;0.204700;0.000065;;-0.4093465;0.0000131;0.0004599;0.0000175;;;;;;0.000029;0.000036;-0.000047;0.000038
53050;2004;02;15;;-0.079610;0.000071;0.206423;0.000065;;-0.4096876;0.0000181;0.0002338;0.0000175;;;;;;0.000071;0.000036;-0.000055;0.000038
53051;2004;02;16;;-0.081530;0.000071;0.208269;0.000065;;-0.4098440;0.0000189;0.0001146;0.0000175;;;;;;0.000070;0.000035;-0.000071;0.000037
53052;2004;02;17;;-0.082966;0.000071;0.210374;0.000065;;-0.4099407;0.0000198;0.0000528;0.0000176;;;;;;0.000009;0.000035;-0.000097;0.000037
53053;2004;02;18;;-0.084124;0.000071;0.212467;0.000065;;-0.4100613;0.0000182;0.0001690;0.0000176;;;;;;0.000007;0.000035;-0.000148;0.000037
53054;2004;02;19;;-0.086414;0.000071;0.215176;0.000065;;-0.4103436;0.0000623;0.0003817;0.0000176;;;;;;0.000024;0.000036;-0.000175;0.000037
53055;2004;02;20;;-0.089868;0.000071;0.217396;0.000065;;-0.4108239;0.0000220;0.0005993;0.0000176;;;;;;0.000009;0.000035;-0.000140;0.000037
53056;2004;02;21;;-0.093077;0.000071;0.219769;0.000065;;-0.4115971;0.0000056;0.0008064;0.0000176;;;;;;-0.000005;0.000035;-0.000136;0.000036
53057;2004;02;22;;-0.095745;0.000071;0.222187;0.000065;;-0.4125660;0.0000101;0.0010108;0.0000176;;;;;;-0.000014;0.000035;-0.000149;0.000036
53058;2004;02;23;;-0.097946;0.000071;0.224543;0.000064;;-0.4136063;0.0000146;0.0011050;0.0000176;;;;;;-0.000023;0.000035;-0.000163;0.000035
53059;2004;02;24;;-0.099966;0.000071;0.226572;0.000064;;-0.4146157;0.0000191;0.0010246;0.0000177;;;;;;-0.000032;0.000035;-0.000177;0.000035
53060;2004;02;25;;-0.101269;0.000071;0.228863;0.000065;;-0.4156323;0.0000202;0.0008946;0.0000177;;;;;;-0.000027;0.000035;-0.000199;0.000035
53061;2004;02;26;;-0.102528;0.000071;0.231215;0.000065;;-0.4164744;0.0000180;0.0006636;0.0000177;;;;;;-0.000017;0.000035;-0.000223;0.000035
53062;2004;02;27;;-0.103830;0.000071;0.233623;0.000065;;-0.4169958;0.0000060;0.0005323;0.0000178;;;;;;-0.000008;0.000035;-0.000247;0.000035
53063;2004;02;28;;-0.105962;0.000071;0.236197;0.000065;;-0.4174240;0.0000119;0.0002685;0.0000178;;;;;;-0.000010;0.000035;-0.000220;0.000035
53064;2004;02;29;;-0.108374;0.000071;0.238073;0.000065;;-0.4175595;0.0000128;0.0000213;0.0000178;;;;;;-0.000016;0.000035;-0.000175;0.000034
53065;2004;03;01;;-0.110549;0.000071;0.240135;0.000065;;-0.4174832;0.0000079;-0.0001064;0.0000179;;;;;;-0.000022;0.000034;-0.000129;0.000034
53066;2004;03;02;;-0.112345;0.000071;0.242265;0.000065;;-0.4173376;0.0000029;-0.0001529;0.0000179;;;;;;-0.000029;0.000034;-0.000083;0.000034
53067;2004;03;03;;-0.113935;0.000071;0.244452;0.000065;;-0.4172138;0.0000016;-0.0001248;0.0000180;;;;;;0.000048;0.000034;-0.000049;0.000034
53068;2004;03;04;;-0.115454;0.000071;0.246481;0.000065;;-0.4171838;0.0000011;0.0000851;0.0000180;;;;;;0.000100;0.000034;-0.000087;0.000034
53069;2004;03;05;;-0.117262;0.000071;0.249116;0.000065;;-0.4173441;0.0000021;0.0002674;0.0000181;;;;;;0.000078;0.000034;-0.000152;0.000034
53070;2004;03;06;;-0.119064;0.000070;0.251623;0.000065;;-0.4177374;0.0000168;0.0004867;0.0000181;;;;;;0.000047;0.000034;-0.000144;0.000034
53071;2004;03;07;;-0.120252;0.000070;0.254397;0.000064;;-0.4183773;0.0000182;0.0007398;0.0000181;;;;;;0.000021;0.000034;-0.000109;0.000034
53072;2004;03;08;;-0.121686;0.000070;0.256560;0.000064;;-0.4192064;0.0000105;0.0009199;0.0000182;;;;;;-0.000006;0.000034;-0.000073;0.000034
53073;2004;03;09;;-0.122368;0.000070;0.258192;0.000064;;-0.4201195;0.0000028;0.0009438;0.0000182;;;;;;-0.000032;0.000034;-0.000037;0.000034
53074;2004;03;10;;-0.123028;0.000070;0.260247;0.000064;;-0.4210157;0.0000023;0.0008425;0.0000183;;;;;;-0.000140;0.000034;-0.000226;0.000034
53075;2004;03;11;;-0.123782;0.000070;0.262242;0.000064;;-0.4217282;0.0000024;0.0005965;0.0000183;;;;;;-0.000159;0.000034;-0.000231;0.000034
53076;2004;03;12;;-0.124409;0.000070;0.264377;0.000064;;-0.4221956;0.0000021;0.0003295;0.0000183;;;;;;-0.000143;0.000034;-0.000160;0.000035
53077;2004;03;13;;-0.125144;0.000070;0.266401;0.000064;;-0.4225004;0.0000069;0.0001447;0.0000183;;;;;;-0.000098;0.000034;-0.000103;0.000035
